loss,val_loss
13698.0654296875,13665.9384765625
13505.3388671875,13615.1474609375
13291.814453125,13489.875
13031.265625,13458.541015625
12746.8427734375,13147.041015625
12411.216796875,12643.205078125
12052.1845703125,11731.0673828125
11695.599609375,11002.7421875
11317.1513671875,11496.9638671875
10946.322265625,10639.7763671875
10556.7412109375,9813.91015625
10219.681640625,9602.978515625
9853.8154296875,10618.599609375
9531.03125,9482.6904296875
9197.59375,10062.4208984375
8898.4619140625,9041.28515625
8609.203125,8828.916015625
8354.912109375,8817.3623046875
8072.7529296875,12695.7490234375
7826.154296875,9672.3349609375
7554.63427734375,8944.822265625
7352.07080078125,7690.09326171875
7147.00390625,7504.47607421875
6843.697265625,8019.6845703125
6702.9072265625,7393.296875
6397.720703125,9818.4677734375
6224.54638671875,10660.79296875
5978.13916015625,8831.978515625
5785.1025390625,8434.4697265625
5583.97265625,8188.15771484375
5321.92041015625,6316.94580078125
5307.2587890625,5137.7724609375
5155.8798828125,8786.6728515625
5107.29052734375,4970.46875
4951.22607421875,4591.78515625
4855.201171875,4564.11376953125
4754.63720703125,5234.8173828125
4649.70556640625,4832.04443359375
4584.84765625,6838.2412109375
4539.2373046875,3995.152587890625
4475.55029296875,5571.35107421875
4375.7705078125,4261.5126953125
4356.98291015625,5014.0830078125
4245.33203125,4314.25146484375
4131.22705078125,12140.9326171875
4022.29736328125,3647.050048828125
4002.305908203125,4835.00146484375
4029.302490234375,4503.15771484375
3967.891357421875,3732.832275390625
3945.152099609375,3411.89599609375
3869.636962890625,2957.379150390625
3902.810546875,3984.124755859375
3873.885009765625,3859.8330078125
3882.650634765625,3590.470703125
3821.143310546875,2834.171875
3771.8564453125,3697.844970703125
3726.441650390625,2915.48974609375
3780.8349609375,2439.330322265625
3734.35009765625,3188.305419921875
3721.55224609375,4735.09521484375
3646.122802734375,3187.87744140625
3587.244384765625,2405.844970703125
3578.086181640625,4800.166015625
3603.0,3300.05908203125
3616.463134765625,3154.52978515625
3653.609130859375,2707.3525390625
3623.067626953125,2622.10400390625
3522.52294921875,2592.6337890625
3419.693359375,2936.354736328125
3492.12353515625,3451.5126953125
3477.08349609375,2103.705078125
3459.4951171875,2234.41064453125
3432.345458984375,2512.20947265625
3427.070068359375,2579.1171875
3435.899169921875,2187.693359375
3422.723388671875,2090.016357421875
3452.905029296875,2054.985107421875
3435.260009765625,2523.939697265625
3391.830322265625,2217.490966796875
3447.19677734375,2467.59228515625
3393.718017578125,2475.9111328125
3399.70947265625,1975.88525390625
3421.073974609375,1926.996826171875
3376.45654296875,2051.782958984375
3403.323974609375,2083.15576171875
3278.8896484375,2313.0029296875
3295.685546875,2222.559814453125
3348.02685546875,2102.874755859375
3322.21435546875,1893.923095703125
3334.162109375,1996.5751953125
3286.10546875,1827.080322265625
3301.976318359375,2425.52978515625
3221.386962890625,2234.698486328125
3327.624267578125,1862.8045654296875
3332.345458984375,1886.4163818359375
3376.144287109375,1756.444580078125
3310.3271484375,2186.132080078125
3333.712158203125,1846.3695068359375
3268.036865234375,1927.8291015625
3340.583740234375,1927.04833984375
